"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"66951",60712,55,"Other Party","Hispanic",0,0,0,1,1,1,1,0,0,3,3,-2,2,2,-2,2,2,-2,3,100,100,100,100,100,3,1,1,1,0,3,1.65172648429871,"",3,3,100,83,83,2,2,-2,2,2,2,1,3,3,100,0,71,50,50,1,1,1,0,2,2,2,2,1,1,3,3,50,0,81,50,100,1,-2,2,2,2,2,2,2,2,"",0,1,1.3064591884613,3,3,50,77,26,1,1,1,1,2,2,2,2,2,1,1,3,1,"Trans-Equality",1,0,0.171376347541809,1,"",10,10,10,18,"No",0,35,"june20_17582","june20_317",1.1972291469574,0,1.22058451833757,1.02405966311926,1.1772914556177,3,3,2.46930807375203,2.42729516201304,TRUE,-0.0789721155405163
"66953",25309,72,"D","African American",1,1,0,0,1,1,1,1,0,0,0,0,-2,0,0,-1,0,0,-1,100,20,0,50,18,0,1,1,1,0,3,-1.01442444324493,"",2,2,100,21,40,-2,-2,0,-1,0,-1,1,1,1,50,50,50,50,100,-2,-2,-1,-2,0,-1,-1,0,-1,1,2,1,95,50,50,29,100,-1,-2,-2,-2,0,-1,-1,1,-1,"Yes, I could see and hear the ad",-1,1,-1.8912810087204,0,1,100,50,50,-2,-2,-2,-2,0,-1,-1,0,-1,1,0,1,0,"Trans-Equality",1,0,1.22702205181122,1,"",5,5,6,30,"No",0,51,"june20_17585","june20_39",-1.01442444324493,0,-0.503912682697511,-0.915524805832813,-0.808335605466916,0,2,-0.386436396228105,-1.30883732249572,TRUE,0.0770678914345715
"66959",63647,26,"N","Hispanic",0,0,0,1,0,0,0,0,0,2,3,0,0,2,2,2,2,-2,3,24,93,94,50,50,0,0,1,1,1,0,1.23601818084717,"",3,3,22,100,50,2,0,2,2,2,2,1,2,3,19,50,85,50,100,1,1,1,1,1,1,1,2,1,1,3,3,0,50,100,50,100,2,0,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",0,1,-1.75147104263306,3,3,50,100,50,1,2,1,1,2,1,1,2,1,1,1,3,1,"Trans-Equality",1,0,-0.0149714425206184,1,"",9,10,10,0,"Yes",0,34,"june20_17804","june20_338",-0.261548012495041,1,1.91899569620879,1.96603151544675,2.06568535937137,2.5,3,1.53524954428284,1.44202598591234,TRUE,0.616402345332542
"66965",11719,30,"D","African American",1,1,0,0,1,1,1,1,0,2,2,2,-2,-2,-2,-2,-2,2,-3,50,50,50,50,50,2,4,1,1,1,3,-0.979899823665619,"",3,2,100,0,50,-2,-2,-2,-2,-2,-2,1,2,2,100,0,25,68,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,-0.422886550426483,0,"Against",NA,NA,NA,5,"Yes",1,23,"june20_1783","june20_330",-0.850405097007751,0,-1.48988678489868,-1.62857460669096,-2.25798156033038,2,2.5,-1.37406380726985,-1.30883732249572,FALSE,-0.917136718938271
"66967",15872,60,"D","Caucasian",0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,1,1,-1,3,65,100,100,50,93,0,0,1,1,1,2,1.16242456436157,"",2,3,40,100,50,0,0,2,0,1,1,1,3,3,50,8,100,50,100,1,0,1,0,2,2,0,2,1,1,2,3,50,26,100,50,100,1,1,1,1,2,1,1,1,1,"Yes, I could see and hear the ad",0,1,-0.322857260704041,3,3,50,94,50,0,0,0,0,0,0,0,0,0,1,1,0,1,"Trans-Equality",1,0,-0.918970763683319,1,"",NA,NA,NA,1,"No",0,35,"june20_17844","june20_213",1.16242456436157,0,1.14744686654699,1.51584880610904,1.17220777738185,2,2.5,0.547622133241092,0.559228919758662,FALSE,-0.228859853255178
"66968",43661,59,"N","Caucasian",0,0,1,0,1,1,0,0,0,3,0,0,-1,-2,2,0,-1,-1,1,32,56,50,50,93,-1,1,1,1,0,0,0.0604227520525455,"",3,3,50,60,93,-1,-1,2,1,-1,1,1,3,3,32,46,54,50,78,0,-1,2,0,1,-1,1,2,-1,1,2,3,43,45,71,99,98,-1,-1,1,0,2,-1,1,2,1,"Yes, I could see and hear the ad",0,1,0.909998774528503,3,3,10,55,0,-1,-1,1,0,2,0,2,2,1,1,1,3,1,"Trans-Equality",1,0,-0.193089827895164,1,"",5,9,9,0,"No",1,5,"june20_17853","june20_138",0.0604227520525455,1,0.795276857541516,0.157100702380048,0.585601474837552,1.5,3,-0.907034542535251,-0.374804201368527,TRUE,0.538572127400575
"66970",44921,80,"D","Caucasian",1,0,1,0,1,1,1,1,0,0,-1,-1,-1,-1,0,0,-1,0,-2,82,22,7,50,70,0,5,1,1,0,2,-0.93074232339859,"",0,0,100,0,50,-1,-1,0,-1,-1,0,1,0,0,84,91,50,50,89,-1,-2,-1,-1,0,-1,0,-1,0,1,0,1,100,86,23,90,50,-2,-2,-2,-2,0,-1,-1,-2,-1,"Yes, I could see and hear the ad",-3,1,-1.34794867038727,0,-1,100,52,0,-1,-1,-1,-1,-1,-1,0,-2,0,1,0,2,0,"Recycling",1,0,0.726503610610962,0,"Against",NA,NA,NA,8,"No",0,51,"june20_17893","june20_341",0.053385753184557,0,-1.14159030911503,-0.843446816934125,-1.00225849835601,-0.5,0,-0.413220837014379,-0.374804201368527,FALSE,-0.418755608990449
"66972",28043,48,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,1,0,1,1,1,0,0,-1,3,71,50,50,50,91,0,2,1,1,1,0,0.402200937271118,"",1,1,50,49,58,0,0,1,1,1,1,1,2,1,77,50,50,72,97,1,0,1,0,1,0,1,0,0,1,1,1,83,50,50,50,94,0,0,1,0,0,-1,0,0,0,"",0,1,-0.747058808803558,2,2,50,50,24,1,0,0,1,0,0,0,0,0,1,0,3,1,"Recycling",1,0,-0.374505966901779,0,"Against",NA,NA,NA,2,"No",0,51,"june20_17893","june20_341",0.053385753184557,0,0.427226601802409,0.168221142251428,0.746220169411322,1.5,1,1.50846510349656,0.559228919758662,FALSE,0.217072551284161
"66976",734,24,"D","African American",0,1,0,0,0,0,0,1,0,0,0,1,-1,0,-1,-1,-1,1,0,88,32,22,92,100,0,4,1,1,0,2,-0.836007058620453,"",0,-2,50,20,74,-2,0,-1,1,-2,1,1,0,0,49,50,34,24,78,-1,-1,1,-1,-1,-2,-1,-2,-1,1,-1,0,51,50,42,26,73,-1,-1,2,-1,0,-1,-1,-1,2,"No video appeared for me",-1,1,0.264989256858826,-3,0,62,36,50,-1,-1,-1,-2,0,-1,-2,-1,-1,1,0,3,1,"Recycling",1,0,1.51967060565948,0,"Undecided",NA,NA,NA,1,"No",0,52,"june20_17905","june20_49",-0.836007058620453,0,-1.05901457321204,-1.17889920947972,-0.553035099332263,0,-1,0.0805928685064935,-0.323568146395015,FALSE,0.343970288507496
"66978",49442,62,"D","African American",1,1,0,0,0,1,1,1,0,0,0,1,-2,-1,0,0,0,0,-2,90,50,50,50,90,-1,4,1,1,1,3,-0.451361030340195,"",0,0,100,50,50,-2,-2,0,-1,0,0,1,0,0,98,50,50,60,97,-1,-1,-1,-1,0,-1,-1,0,0,1,0,0,95,50,50,50,50,-1,-1,-1,-1,0,0,0,0,0,"Yes, I could see and hear the ad",0,1,-0.747058808803558,0,0,95,50,50,-2,-1,-1,-1,0,0,0,0,0,1,0,2,0,"Trans-Equality",1,0,-0.790862858295441,0,"",5,5,5,7,"No",0,38,"june20_17907","june20_268",-0.624336540699005,0,-0.602726253908684,-0.0845401336505679,-0.321187449471167,0,0,-0.880250101748978,-1.30883732249572,TRUE,0.0861345789046212
"66980",59738,54,"D","Hispanic",1,0,0,1,0,1,0,1,0,2,2,-1,0,0,0,1,1,-1,0,7,50,50,18,95,0,4,1,1,0,2,0.174014404416084,"",3,2,20,50,10,-1,-1,0,1,1,1,1,1,2,20,99,57,90,100,-2,-1,-1,-2,0,-1,-1,-1,1,1,1,2,50,95,60,50,100,-1,-1,-1,-1,0,0,0,0,0,"",0,1,-2.08848643302917,1,2,50,50,50,-2,-1,-1,-2,0,0,0,1,1,1,0,1,0,"Recycling",1,0,2.00018119812012,0,"Against",NA,NA,NA,2,"No",0,8,"june20_17944","june20_279",-0.196575284004211,0,0.64560671047004,0.434715826967632,0.572290132518353,2,2.5,0.547622133241092,-0.374804201368527,FALSE,0.000288645647598118
"66981",44717,59,"R","Hispanic",0,0,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,0,-1,0,-2,17,50,50,1,90,-2,4,1,1,0,-1,-0.567164957523346,"",1,2,50,50,61,-1,-1,-1,0,0,0,1,1,1,35,95,50,50,99,-1,0,-1,-2,-1,-1,-1,-1,-1,1,-1,-1,50,91,30,50,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Yes, I could see and hear the ad",-1,1,0.692885458469391,-1,-1,25,50,50,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,1.40795946121216,0,"Against",NA,NA,NA,2,"No",0,8,"june20_17944","june20_279",-0.196575284004211,0,-0.220901153808723,-0.601183125325939,-0.279253078143033,1,1.5,-0.413220837014379,-0.374804201368527,FALSE,0.0778379254037608
"66990",38192,35,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,3,-2,1,0,2,2,2,-2,3,90,84,84,50,84,2,1,1,1,1,3,1.54321801662445,"",3,3,85,86,50,2,1,2,2,2,2,1,3,3,85,50,58,35,60,2,2,2,2,2,2,2,2,2,1,3,3,80,50,63,50,60,1,1,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,-0.565626323223114,3,3,85,71,50,2,2,2,2,2,2,2,1,1,1,0,1,1,"Recycling",1,0,-0.5688596367836,0,"Undecided",NA,NA,NA,2,"No",1,19,"june20_18098","june20_350",0.879591703414917,0,1.81481321267212,1.85090942997927,1.9372361885835,3,3,1.01465139797569,1.93466057396269,FALSE,0.262087956266483
"66995",53925,19,"N","Caucasian",0,0,1,0,0,0,0,0,0,3,3,0,0,-2,2,-1,0,-2,2,35,85,50,40,85,0,0,1,1,0,1,0.612130343914032,"",3,3,40,100,75,0,-1,2,1,1,1,1,3,3,35,25,70,100,100,0,-1,1,-2,2,0,1,2,1,1,3,3,50,35,100,100,50,0,-1,-1,-1,2,0,2,1,1,"Yes, I could see and hear the ad",3,1,-0.508476734161377,3,3,50,100,50,0,-2,1,-1,2,1,1,1,1,1,0,3,0,"Trans-Equality",1,0,-0.990206182003021,1,"",10,10,10,12,"No",0,49,"june20_18148","june20_178",0.612130343914032,1,1.42650860993993,0.165608173308599,1.39724712637352,3,3,-0.440005277800652,0.0665943317083116,TRUE,1.07090527743465
"66997",46090,42,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,2,-1,-1,-1,1,1,1,-1,2,100,71,73,28,62,0,1,1,1,0,1,0.617520987987518,"",2,2,92,88,11,-1,0,1,1,1,1,1,3,3,76,58,60,67,50,-1,-1,1,-1,2,1,1,1,1,1,3,3,97,81,72,77,50,1,-1,1,-1,2,1,1,1,1,"",0,1,-0.05111014097929,3,2,93,69,50,1,-1,1,-1,2,2,1,1,2,1,0,3,0,"Recycling",1,1,-0.944510459899902,0,"Against",NA,NA,NA,2,"No",1,19,"june20_18183","june20_179",0.617520987987518,1,0.955841301870151,0.952257899444841,1.10404285946324,2.5,2,-0.413220837014379,0.117830386681824,FALSE,0.192483976542694
"66998",53587,58,"N","Caucasian",1,0,1,0,1,1,1,0,0,0,1,0,0,-1,0,0,0,0,2,89,75,76,65,85,0,3,1,1,1,0,0.277707815170288,"",2,2,82,80,86,0,0,1,0,0,0,1,2,2,71,50,72,96,96,-1,-1,0,-1,1,1,0,1,0,1,2,2,83,50,82,50,94,0,-1,0,0,1,0,0,0,0,"Yes, I could see and hear the ad",1,1,0.643627107143402,2,2,81,66,50,-1,-1,0,0,1,1,1,0,0,1,0,2,0,"Recycling",1,0,-0.768993496894836,0,"In Favor",NA,NA,NA,3,"No",0,55,"june20_18187","june20_160",0.277707815170288,1,0.403821367866059,0.214777288564891,0.362205100300889,0.5,2,0.0538084277202204,0.559228919758662,FALSE,0.00576011484187186
"67001",36930,80,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,-2,2,2,2,2,2,-2,3,60,63,62,62,81,3,0,1,1,0,2,1.35095596313477,"",3,3,72,100,70,2,1,2,2,1,2,1,3,3,50,37,76,50,100,2,2,2,2,2,2,2,-2,2,1,3,3,55,50,50,30,50,2,1,2,2,2,1,2,2,2,"Yes, I could see and hear the ad",3,1,1.23769795894623,3,3,37,72,50,2,2,2,2,2,2,2,2,2,1,1,1,1,"Recycling",1,0,-0.110134549438953,0,"Against",NA,NA,NA,2,"No",1,5,"june20_18263","june20_322",1.5678334236145,0,1.75221193934767,1.59764084195081,1.84336134901463,3,3,2.46930807375203,1.93466057396269,FALSE,0.266726350737691
"67004",13057,56,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,1,-1,-1,1,0,1,-1,2,100,95,80,0,100,0,0,1,1,0,1,0.865971922874451,"",3,3,50,50,19,-1,1,1,0,1,0,1,3,3,50,80,62,92,100,-1,-1,0,-2,1,1,1,1,1,1,3,3,86,50,92,97,50,-1,0,0,-1,-1,1,1,1,1,"Yes, I could see and hear the ad",1,1,1.15859818458557,2,3,50,50,1,-1,-1,-1,-1,1,1,1,1,0,1,0,2,0,"Recycling",1,0,-0.0494651459157467,0,"Undecided",NA,NA,NA,1,"No",0,49,"june20_18295","june20_297",0.207746982574463,0,0.585749013078502,0.777469114427256,0.309280887540769,3,3,-0.413220837014379,0.610464974732174,FALSE,-0.333427163531662
"67009",33628,44,"D","African American",1,1,0,0,1,0,0,1,0,0,2,1,-1,-1,1,0,0,0,1,90,81,88,50,70,1,4,1,0,0,3,0.1759292781353,"",0,0,63,50,18,-1,-1,0,-1,0,-1,1,2,2,80,50,50,89,79,-1,-1,0,-1,0,0,0,0,-1,1,1,2,69,50,50,50,90,-1,-1,-1,-1,1,0,-1,1,0,"Yes, I could see and hear the ad",-1,1,-1.14474403858185,0,0,78,50,50,-1,-1,-1,-1,0,0,-1,0,0,1,0,1,0,"Trans-Equality",1,0,1.85719108581543,1,"",10,5,6,5,"No",0,38,"june20_1835","june20_154",0.1759292781353,0,-0.764890244374207,0.605685067027867,-0.542262323120617,1,0,-0.413220837014379,-0.374804201368527,TRUE,-0.727273673324014
"67010",67763,18,"N","Hispanic",1,0,0,1,1,0,0,0,0,3,3,0,0,-2,1,0,1,-2,3,100,100,50,0,100,3,4,1,1,0,3,0.935564577579498,"",3,2,100,50,74,0,0,0,0,0,0,1,3,0,50,50,50,86,100,0,-2,0,-1,1,1,1,1,0,1,-1,0,100,50,50,100,50,-1,-2,0,-1,0,1,0,0,-2,"I had trouble with both the audio and video",1,1,1.20785653591156,1,2,50,94,50,-1,-1,-1,-1,1,1,1,1,-1,1,0,3,0,"Recycling",1,0,-0.233683347702026,0,"In Favor",NA,NA,NA,1,"No",0,49,"june20_18357","june20_343",0.208274960517883,1,0.153119624201184,0.432102858024804,-0.0961481004795024,3,2.5,-0.440005277800652,0.559228919758662,FALSE,-0.502761065716953
"67011",1509,46,"D","Hispanic",1,0,0,1,1,1,0,1,0,3,2,1,-1,1,1,-2,0,2,0,100,50,50,1,100,0,4,1,1,0,3,-0.196151331067085,"",2,-2,100,76,50,0,0,0,0,0,0,1,3,2,100,16,50,50,100,-2,-1,-1,-1,0,1,0,0,0,1,-1,-1,50,50,0,100,50,-2,-2,-2,2,-2,0,2,-1,-2,"I had trouble with both the audio and video",-1,1,-0.928500890731812,2,0,100,56,50,-2,-2,-1,-2,0,0,1,1,-2,1,0,2,0,"Recycling",1,0,-0.838131487369537,0,"Against",NA,NA,NA,2,"No",0,49,"june20_18357","june20_343",0.208274960517883,0,-0.260399676740984,-0.342527347438221,0.142400359555111,2.5,0,0.574406574027365,0.559228919758662,FALSE,-0.00655301354370834
"67046",14547,37,"R","Hispanic",0,0,0,1,0,0,0,0,1,3,-3,1,-2,2,0,-2,-2,2,0,0,50,50,50,100,0,2,1,1,0,-2,-0.950111210346222,"",0,0,16,27,100,0,0,0,0,0,0,1,0,0,50,50,50,50,50,-2,0,-2,-2,0,-2,-2,-1,-2,1,2,1,50,100,25,50,100,-2,-2,0,-2,1,-2,-2,2,-2,"Yes, I could see and hear the ad",-2,1,1.07407367229462,1,0,30,50,0,-2,-1,-2,-2,0,-1,-1,1,-1,1,1,3,1,"Trans-Equality",1,0,0.294929534196854,1,"",NA,NA,NA,NA,"",NA,NA,"june20_18907","june20_249",-1.60249841213226,0,-0.610343852205273,-1.12305205488697,-0.30717173820243,0,0,0.601191014813639,0.559228919758662,FALSE,0.452929143443127
"67047",26107,83,"R","Hispanic",0,0,0,1,0,0,1,0,1,-3,-3,2,-2,-2,-2,-2,-2,2,-3,0,0,0,50,100,-1,4,1,0,0,-3,-2.25488567352295,"",-3,-3,0,0,0,-2,1,0,-2,-2,-2,1,-3,-3,25,100,0,100,100,-2,-2,-2,-2,0,-2,-2,-2,-2,1,-3,-3,10,96,10,50,50,-2,-2,-2,-2,0,-2,-2,2,-2,"Yes, I could see and hear the ad",3,1,1.36359918117523,-2,-3,0,0,50,-2,-2,-2,-2,0,-2,-2,2,-2,1,0,-2,0,"Trans-Equality",1,1,1.37693619728088,1,"",10,10,10,10,"No",1,22,"june20_18907","june20_249",-1.60249841213226,0,-2.5114175879248,-2.20418503402838,-1.89177160500332,-3,-3,-1.37406380726985,0.169066441655336,TRUE,-0.233272632141684
"67050",46136,77,"R","Caucasian",0,0,1,0,1,1,1,0,1,0,0,1,-1,-1,0,-1,-1,1,-3,0,0,0,17,17,-3,1,1,0,0,-3,-1.65420997142792,"",1,1,0,0,50,-1,-1,-1,-1,-1,-1,1,0,1,0,50,50,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,50,100,0,80,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-1,1,0.328771680593491,0,0,0,20,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,0.540316045284271,0,"In Favor",NA,NA,NA,5,"Yes",1,17,"june20_18945","june20_248",-1.60908150672913,0,-1.20833820133055,-1.17940652160619,-1.40643834966899,0,1,-0.413220837014379,-0.374804201368527,FALSE,-0.072378777558723
"67051",55016,66,"R","Hispanic",1,0,0,1,0,1,1,0,1,2,1,1,-1,-1,0,-2,-1,1,-3,0,0,0,7,14,-3,1,1,0,0,-3,-1.56395292282104,"",1,1,50,0,0,-1,-1,-1,-1,-1,-1,1,1,0,0,90,0,100,100,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,0,50,0,100,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Yes, I could see and hear the ad",-1,1,-0.944264113903046,0,0,0,20,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,"Recycling",1,0,0.566177129745483,0,"In Favor",NA,NA,NA,5,"Yes",1,17,"june20_18945","june20_248",-1.60908150672913,0,-1.20833820133055,-1.43478076645101,-1.40643834966899,1.5,1,-0.413220837014379,-0.374804201368527,FALSE,-0.127913037781571
"67052",16851,64,"D","Caucasian",0,0,1,0,1,1,1,1,0,3,3,0,0,0,0,1,0,-1,3,60,50,50,50,50,3,0,1,1,0,2,0.589659333229065,"",3,3,60,50,50,0,0,0,1,0,1,1,3,3,60,0,50,50,50,0,0,1,0,1,0,0,1,0,1,3,3,60,50,50,50,50,0,0,0,0,1,-1,1,1,1,"Yes, I could see and hear the ad",3,1,0.0831248611211777,2,2,61,50,50,1,0,1,0,0,0,1,0,1,1,1,1,1,"Recycling",1,0,-0.552466452121735,0,"Undecided",NA,NA,NA,2,"No",0,39,"june20_18962","june20_311",0.894347071647644,0,0.601692616516664,0.170834111194257,0.349966122161612,3,3,0.547622133241092,0.559228919758662,FALSE,-0.0809381552854535
"67056",13419,72,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-1,1,2,1,1,2,-2,3,93,94,94,80,94,2,3,1,1,0,1,1.51919090747833,"",3,3,90,50,50,2,2,1,0,2,1,1,2,3,70,20,65,65,70,1,2,1,0,1,2,2,1,1,1,2,2,85,8,85,70,90,2,1,1,1,1,1,2,2,1,"Yes, I could see and hear the ad",1,1,-0.113658145070076,3,2,100,95,65,2,0,1,1,2,2,2,2,1,1,0,3,1,"Recycling",1,0,-0.308830976486206,0,"In Favor",NA,NA,NA,0,"Yes",0,50,"june20_18986","june20_227",1.51919090747833,0,0.914696760405141,1.45789599469993,0.75267977154696,3,3,2.00227880901744,2.42729516201304,FALSE,-0.796835299387605
"67067",56159,40,"D","Hispanic",1,0,0,1,0,0,0,1,0,2,2,0,1,0,0,1,1,-1,2,90,50,50,50,90,0,1,1,1,0,3,0.537356972694397,"",1,2,80,50,50,1,0,1,1,0,2,1,2,2,76,50,50,68,90,1,-1,1,0,1,1,2,1,1,1,2,1,80,50,50,50,90,1,-1,1,0,1,1,1,1,1,"Yes, I could see and hear the ad",2,1,1.15761387348175,2,2,50,50,25,1,0,1,0,1,1,1,1,1,1,0,2,0,"Recycling",1,0,1.07378852367401,0,"In Favor",NA,NA,NA,3,"No",0,49,"june20_19240","june20_173",0.537356972694397,0,0.55291810428146,0.434715826967632,0.754145973474592,2,1.5,1.01465139797569,1.0006274528355,FALSE,-0.0336862547819786
"67079",40571,55,"D","African American",0,1,0,0,0,1,1,1,0,1,0,1,-2,-1,0,0,0,0,0,93,50,50,96,99,0,0,1,1,0,3,-0.295283198356628,"",0,0,50,50,50,-1,-1,0,-1,-1,-1,1,0,0,50,50,50,50,50,-2,-2,-2,-2,0,-1,-1,1,-1,1,2,0,50,50,50,50,50,-1,-1,0,-1,0,0,0,1,-1,"Yes, I could see and hear the ad",-3,1,-1.03087937831879,0,0,96,50,50,-2,-2,-2,-2,0,0,-1,0,-1,1,0,2,0,"Trans-Equality",1,0,0.306129425764084,1,"",5,NA,NA,2,"No",0,38,"june20_19353","june20_94",-0.295283198356628,0,-0.931674001235323,-0.0845401336505679,-0.764586333477358,0.5,0,-0.880250101748978,-0.374804201368527,TRUE,-0.467122790458046
"67099",44254,47,"N","Caucasian",1,0,1,0,1,1,0,0,0,2,2,-2,0,1,1,1,0,-1,0,86,88,50,69,89,0,0,1,1,0,-1,0.665627777576447,"",1,2,75,50,79,1,1,1,1,1,1,1,2,1,72,50,50,50,50,0,1,1,0,1,1,1,-1,0,1,1,2,73,50,50,70,70,1,1,1,0,1,1,1,-1,1,"Yes, I could see and hear the ad",2,1,-0.0656389817595482,2,2,74,50,50,0,0,1,1,1,1,1,0,0,1,1,3,1,"Recycling",1,0,-0.770656824111938,0,"In Favor",NA,NA,NA,7,"Yes",1,17,"june20_19517","june20_317",1.22134351730347,1,0.557537870677054,0.423595387096253,0.755395110181884,2,1.5,1.04143583876196,1.49326204088585,FALSE,0.131412656835229
"67102",43347,68,"D","Hispanic",1,0,0,1,0,1,0,1,0,-2,1,-1,-2,-2,-2,-2,-1,1,-3,82,50,50,11,77,-1,5,1,0,0,2,-1.10586667060852,"",-2,2,50,30,40,-1,-1,1,-2,-1,1,1,3,2,81,30,63,72,50,-2,-1,-2,-2,0,-1,0,-1,2,1,0,0,70,50,50,65,50,-1,-1,-1,-1,1,0,1,0,1,"Yes, I could see and hear the ad",0,1,0.504877805709839,-3,2,80,50,50,-2,-2,-2,-2,0,-2,-2,2,-2,1,0,-3,0,"Trans-Equality",1,0,-0.136925682425499,1,"",NA,NA,NA,0,"No",0,39,"june20_19536","june20_31",-1.10586667060852,0,-0.76204699256209,-1.36469289091758,-0.547869772917835,-0.5,0,-1.37406380726985,-0.374804201368527,FALSE,0.466829949390641
"67104",26253,69,"D","Caucasian",1,0,1,0,0,1,1,1,0,3,3,-1,1,1,0,0,1,-1,3,95,50,50,50,99,1,1,1,1,0,2,0.737467885017395,"",2,2,90,50,76,1,-1,1,0,0,1,1,2,2,85,40,100,100,50,1,2,1,1,1,2,1,2,1,1,2,2,79,50,50,75,50,0,0,0,0,1,1,1,1,1,"",0,1,0.328771680593491,3,3,50,79,30,1,2,1,1,1,2,1,2,1,1,0,3,1,"Trans-Equality",1,0,-0.549838960170746,1,"",8,6,NA,13,"Yes",0,9,"june20_19620","june20_186",0.737467885017395,0,0.342737179324444,0.179341582122808,0.308031750833477,3,2,1.50846510349656,0.50799286478515,TRUE,-0.452111887856125
