"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"67652",25857,63,"N","Hispanic",0,0,0,1,0,1,0,0,0,-3,-3,-2,-2,-2,-2,-2,-2,NA,-3,0,50,0,0,50,-3,5,1,1,1,-1,-2.07254862785339,"EN",-3,-3,50,0,0,-2,-2,-2,-2,-2,-2,1,-3,-3,0,91,0,77,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,0,100,0,50,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,"",0,1,0.192331820726395,-3,-3,50,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-3,0,"Trans-Equality",1,0,0,1,"",0,0,0,2,"No",0,46,"june6_12034","june6_3",-2.23023247718811,1,-2.79736952614172,-2.20418503402838,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.50802053240458
"67654",16737,70,"R","Hispanic",1,0,0,1,1,1,1,0,1,1,1,1,-1,-1,0,-1,0,NA,-2,0,50,50,0,50,-2,5,1,1,0,-2,-0.981725454330444,"EN",2,2,2,50,50,-1,-1,0,-1,0,-1,1,2,1,13,50,50,32,87,-2,-2,-2,-2,0,0,-2,-2,0,1,1,2,50,76,50,36,90,-2,-2,-2,-2,1,0,-1,-2,0,"Yes, I could see and hear the ad",-2,1,-1.03790938854218,0,1,27,50,53,-2,0,2,0,0,-1,-1,-2,0,1,0,-2,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,7,"No",0,26,"june6_12113","june6_43",-0.981725454330444,0,-0.288106109657278,-0.339914378495393,-0.542262323120617,1,2,-0.413220837014379,-0.374804201368527,FALSE,-0.0966199675246056
"67658",10207,90,"D","Caucasian",1,0,1,0,1,1,1,1,0,-3,2,2,-2,-1,2,-1,2,NA,-2,50,50,50,93,50,-1,4,1,1,0,-2,-0.695042669773102,"EN",2,2,50,50,50,1,-1,-1,0,1,1,1,2,2,50,21,50,80,93,0,-1,0,-1,1,1,1,1,-1,1,-2,1,50,50,50,81,50,0,-1,1,-1,1,0,1,-1,-1,"Yes, I could see and hear the ad",-1,1,0.131566345691681,2,2,50,50,50,0,-1,0,-1,1,0,0,0,-1,1,0,1,1,"Trans-Equality",1,0,0,1,"",9,8,NA,3,"No",0,52,"june6_1216","june6_64",-0.695042669773102,0,0.223568997968639,0.693371604855351,0.164145805863158,-0.5,2,-0.880250101748978,0.50799286478515,TRUE,0.0819436588773281
"67659",30818,26,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,-1,0,0,1,2,2,NA,3,50,100,50,100,50,0,3,1,1,0,-2,0.873925745487213,"EN",1,2,53,50,61,0,0,1,1,0,0,1,1,1,29,29,41,78,77,0,-1,0,0,1,0,1,0,0,1,0,1,70,34,50,91,50,0,1,0,0,1,1,0,1,1,"Yes, I could see and hear the ad",-1,1,-0.0685119405388832,3,3,50,50,50,0,0,0,0,1,1,0,0,1,1,0,1,0,"Trans-Equality",1,0,0,1,"",5,3,9,30,"No",0,3,"june6_12171","june6_236",0.873925745487213,1,0.228590123350415,1.20673306348783,0.311996226175693,3,1.5,0.547622133241092,0.559228919758662,TRUE,-0.585016697820387
"67663",68024,67,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-2,-2,-2,-1,-1,NA,-2,19,50,20,50,50,-2,4,1,1,0,-3,-1.27558374404907,"EN",0,-1,4,0,50,-2,-2,-2,-1,0,-2,1,2,0,0,100,13,100,100,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,50,90,36,50,100,-2,-2,-1,-2,-1,-1,-1,-1,0,"Yes, I could see and hear the ad",-2,1,0.586487114429474,2,-1,10,14,14,-2,-2,-1,-2,-2,-1,-1,-2,-2,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,1,"No",1,32,"june6_1222","june6_23",-1.34772253036499,0,-1.70795613430962,-1.45468490247521,-1.58829419062523,2,-0.5,-1.37406380726985,-1.30883732249572,FALSE,-0.379177939139181
"67664",48400,70,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,1,-1,-1,-1,0,-1,NA,-2,0,50,50,0,70,-2,1,1,1,0,-3,-0.788692772388458,"EN",3,3,21,50,0,-1,-1,0,0,-1,0,1,3,3,20,100,50,94,92,-1,-1,0,-1,0,-1,0,1,1,1,3,3,50,50,50,81,80,-1,-1,0,-1,0,-1,0,1,1,"Yes, I could see and hear the ad",3,1,0.328771680593491,3,3,50,50,9,0,-1,0,-1,-1,-1,0,1,1,1,0,1,0,"Trans-Equality",1,0,0,1,"",10,10,10,8,"No",0,33,"june6_12229","june6_58",-0.788692772388458,0,0.109205530247809,-0.601183125325939,-0.318472110836244,2,3,-0.413220837014379,-0.374804201368527,TRUE,0.189999596791797
"67671",19030,60,"N","Hispanic",1,0,0,1,1,1,1,0,0,0,0,-1,0,-1,1,0,0,NA,0,50,50,50,50,76,0,4,1,1,0,-1,-0.376473248004913,"EN",1,1,64,50,50,0,-2,1,0,0,0,1,2,0,36,19,50,50,50,-1,-1,0,0,0,1,1,1,0,1,1,0,50,50,48,73,94,-1,-2,0,0,1,0,0,1,0,"Yes, I could see and hear the ad",0,1,0.301067471504211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,"Trans-Equality",1,0,0,1,"",5,5,7,12,"Yes",0,25,"june6_12312","june6_68",-0.629847645759583,1,-0.0578188784995425,0.168221142251428,0.0869568771840279,0,1,0.0538084277202204,-0.426040256342039,TRUE,0.0343590097248913
"67673",6738,63,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,1,-2,-2,-1,-2,-1,NA,-3,6,26,24,19,90,-2,3,1,1,0,-3,-2.04928040504456,"EN",-3,-3,8,0,4,-2,-2,-1,-2,-1,1,1,-3,-3,8,50,10,87,90,-2,-2,-1,-2,0,-1,-1,-2,0,1,-3,-3,7,90,10,85,50,-2,-2,-2,-2,0,-1,-1,-2,-2,"Yes, I could see and hear the ad",-3,1,0.985037744045258,-3,-3,15,34,2,-2,-2,-2,-2,-1,-1,-1,-2,-2,1,0,2,0,"Trans-Equality",1,0,0,1,"",0,0,0,30,"No",0,15,"june6_12315","june6_9",-1.71894764900208,0,-2.00111782877558,-1.41124903723105,-1.18932795136176,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,0.159764461039786
"67676",11157,57,"R","Hispanic",1,0,0,1,0,1,0,0,1,0,-1,1,-1,-1,1,0,0,NA,1,91,40,37,40,78,-2,4,1,1,0,-2,-0.744207262992859,"EN",0,-1,90,41,50,-2,-2,0,-1,-1,0,1,1,-1,66,79,38,87,50,-2,-2,-1,-2,0,-1,-1,-2,-1,1,1,0,50,82,50,86,89,-1,-1,-1,-1,0,-1,-1,-2,0,"Yes, I could see and hear the ad",-2,1,-2.11311554908752,-1,1,50,57,50,-1,-2,-1,-2,0,-1,0,-2,1,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,14,"june6_12428","june6_60",-0.744207262992859,0,-0.959354127379683,0.0185624311436988,-0.626085926762967,-0.5,-0.5,-0.413220837014379,-1.30883732249572,FALSE,-0.446842420025192
"67678",9011,67,"R","Hispanic",0,0,0,1,1,1,1,0,1,3,3,-1,1,0,1,1,2,NA,3,73,97,88,50,87,1,1,1,1,0,0,0.966352760791779,"EN",3,3,62,90,50,0,-1,2,0,2,2,1,3,3,75,60,90,85,50,-1,1,1,0,1,1,2,1,1,1,3,3,74,16,97,76,50,-1,-1,1,-1,2,1,2,1,1,"Yes, I could see and hear the ad",3,1,-0.0735206082463264,3,3,50,97,0,-1,1,1,-1,1,1,2,1,1,1,0,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,1,"No",0,52,"june6_1247","june6_245",0.966352760791779,0,1.51750095865531,1.38882274341944,1.52385725368242,3,3,1.01465139797569,0.0665943317083116,FALSE,0.324088248735396
"67679",41325,52,"N","Caucasian",0,0,1,0,0,1,0,0,0,1,-1,1,-1,-1,-2,-1,-1,NA,-1,28,24,12,66,50,-2,1,1,1,1,-3,-1.21538627147675,"EN",1,0,17,27,59,-2,-2,-1,-2,-1,-1,1,0,0,29,73,36,74,93,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,1,1,17,50,15,50,78,-2,-1,-2,-2,-2,-1,-1,-2,0,"Yes, I could see and hear the ad",-1,1,0.635740637779236,0,0,58,30,50,-1,-2,-1,-1,-1,-1,-1,-2,0,1,0,1,1,"Recycling",1,0,0,0,"",NA,NA,NA,0,"No",0,6,"june6_12608","june6_35",-1.11563658714294,1,-1.29382384207408,-1.5467825708492,-1.38375429785548,0,0.5,-0.413220837014379,-1.30883732249572,FALSE,-0.186462718337955
"67683",53834,20,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,3,-2,0,2,2,2,2,NA,3,0,100,100,100,100,-2,5,1,1,0,-3,1.01155698299408,"EN",3,3,0,100,50,0,1,2,2,2,2,1,3,3,0,100,100,18,100,1,2,2,1,2,2,2,2,2,1,3,3,0,100,100,50,100,-1,2,1,1,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,0.897967576980591,3,3,0,100,50,-1,1,1,0,2,1,1,1,1,1,1,2,1,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,0,"No",0,6,"june6_12629","june6_191",0.458402723073959,0,1.91899569620879,2.03510476672724,2.06568535937137,3,3,1.53524954428284,1.05186350780901,FALSE,0.417364563160942
"67685",68177,40,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,-1,2,1,2,2,2,NA,3,50,100,100,14,50,2,1,1,1,0,0,1.4855922460556,"ES",3,3,50,100,50,2,2,-2,2,2,2,1,3,3,92,50,100,51,50,2,-1,2,2,2,2,2,2,-2,1,0,0,50,50,100,75,50,0,0,0,0,0,0,0,0,0,"",0,1,-0.682037174701691,3,3,66,100,50,2,2,2,2,2,2,2,1,2,1,0,0,0,"Recycling",1,1,0,0,"In Favor",NA,NA,NA,2,"No",0,31,"june6_12633","june6_278",1.4855922460556,1,1.34709181977494,2.03510476672724,1.33326544871725,3,3,1.97549436823116,2.42729516201304,FALSE,-0.675835077114746
"67686",60140,43,"Other Party","Caucasian",0,0,1,0,1,1,0,0,0,2,2,1,-1,-1,1,0,0,NA,1,85,50,50,50,50,0,1,1,1,0,1,-0.0289751160889864,"EN",2,2,50,50,50,-1,0,1,0,-1,0,1,2,2,50,60,50,50,50,-1,-1,0,-1,1,-1,0,1,0,1,2,2,70,60,50,50,50,-1,-1,0,-1,1,-1,0,1,0,"Yes, I could see and hear the ad",2,1,0.192076444625854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,"Trans-Equality",1,0,0,1,"",7,7,7,9,"Yes",0,30,"june6_1265","june6_136",-0.0289751160889864,0,0.0137894319978055,0.168221142251428,-0.135367133172714,2,2,-0.413220837014379,0.117830386681824,TRUE,-0.144313747160406
"67687",16013,40,"N","Hispanic",1,0,0,1,1,0,1,0,0,2,2,0,-1,-2,2,0,-1,NA,-1,50,50,50,9,88,0,4,1,1,0,-1,-0.315791934728622,"ES",2,2,50,86,0,0,-2,2,0,1,2,1,2,2,50,50,70,80,90,0,0,0,0,0,1,1,0,-1,1,2,2,50,50,86,90,100,0,-1,0,0,0,0,0,-1,1,"",0,1,-0.395018458366394,2,1,50,50,50,-1,-1,0,-1,0,1,1,0,1,1,0,1,0,"Trans-Equality",1,1,0,1,"",8,8,8,0,"No",0,26,"june6_12684","june6_101",-0.315791934728622,1,1.08255871056811,0.157100702380048,1.26483348024343,2,2,-0.907034542535251,-0.426040256342039,TRUE,0.986966725509132
"67689",8560,60,"D","Hispanic",0,0,0,1,1,1,1,1,0,3,2,2,-2,-2,-2,-2,1,NA,-2,100,26,27,26,100,0,3,1,1,0,3,-0.813928484916687,"EN",2,1,100,15,50,-2,-2,-2,-1,-1,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",10,10,10,8,"No",0,41,"june6_12770","june6_56",-0.813928484916687,0,-1.28633166695024,-1.10171025594605,-1.67299408942354,2.5,1.5,-1.37406380726985,-1.30883732249572,TRUE,-0.796583403858051
"67691",41543,59,"D","Caucasian",0,0,1,0,0,1,0,1,0,0,2,0,-1,0,-2,-1,0,NA,0,50,50,50,50,50,0,1,1,0,0,2,-0.376170814037323,"EN",-3,-2,50,0,60,0,-1,-2,-1,-1,-1,1,2,1,80,0,50,50,50,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,2,73,9,50,50,98,-1,-1,1,-1,0,0,-1,0,-1,"Yes, I could see and hear the ad",2,1,0.143639758229256,3,1,74,35,50,-1,-2,0,-1,-1,-1,-2,2,-2,1,1,2,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,0,"No",0,31,"june6_12795","june6_194",0.463301867246628,0,-2.18201277696512,-0.845436930299384,-1.58954332733252,1,-2.5,0.0805928685064935,0.0665943317083116,FALSE,-1.20106226393882
"67692",54167,62,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,0,-1,0,0,0,0,0,NA,0,0,50,50,50,50,-2,1,1,1,0,-3,-0.549114108085632,"EN",0,0,6,50,50,0,-1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"Yes",0,18,"june6_12850","june6_74",-0.549114108085632,0,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.547622133241092,0.0665943317083116,FALSE,-0.105498767050109
"67699",26465,57,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-1,-1,-1,1,0,1,NA,1,100,55,45,50,100,1,1,1,1,0,3,0.0971224829554558,"ES",2,2,100,50,50,0,-1,1,0,1,1,1,2,2,100,30,50,50,100,0,-1,0,0,1,1,1,1,1,1,2,2,100,50,72,50,100,0,-1,1,0,1,1,1,1,1,"",0,1,0.244611904025078,2,2,100,50,73,1,-1,0,0,1,1,1,1,1,1,0,2,0,"Recycling",1,1,0,0,"In Favor",NA,NA,NA,2,"No",0,41,"june6_12951","june6_151",0.0971224829554558,1,0.50952093618556,0.374541815291062,0.530355761190219,2,2,-0.413220837014379,0.0665943317083116,FALSE,-0.179910024227062
"67702",20679,41,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,3,-1,0,2,2,1,2,NA,3,50,70,71,50,80,0,0,1,1,0,2,0.850354135036469,"EN",3,3,64,93,50,0,2,2,2,2,2,1,3,3,58,0,93,50,50,1,2,2,2,2,2,2,0,2,1,3,3,50,14,87,50,50,0,2,1,0,2,2,2,1,-1,"Yes, I could see and hear the ad",3,1,0.320885241031647,3,3,50,67,50,2,2,1,2,2,2,2,1,-1,1,0,2,0,"Trans-Equality",1,0,0,1,"",10,10,10,0,"No",0,6,"june6_12975","june6_234",0.850354135036469,0,1.86690445444045,1.44587647402672,2.00146077397744,3,3,1.53524954428284,1.54449809585936,TRUE,0.536080666265409
"67707",43923,75,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,0,-1,-1,1,-1,1,NA,3,92,50,50,49,50,1,5,1,1,1,-3,-0.0870857983827591,"EN",2,2,85,64,78,-1,-1,1,-1,0,-1,1,2,2,50,32,50,75,77,-1,-1,-1,-1,1,0,-1,0,-1,1,2,1,70,50,50,59,74,-1,-1,-1,-1,0,0,0,1,-1,"Yes, I could see and hear the ad",1,1,0.0114560341462493,2,2,50,50,34,-1,-1,-2,0,1,0,0,1,-1,1,0,1,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,3,"No",0,41,"june6_13047","june6_188",0.425104945898056,0,-0.0409476570121535,0.176728613179979,-0.230708174669218,2,2,-0.413220837014379,-0.374804201368527,FALSE,-0.32346853187664
"67713",66100,35,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,-2,2,2,2,2,2,NA,3,100,100,100,21,100,2,1,1,1,0,3,1.71803879737854,"EN",3,3,100,50,50,0,0,2,2,2,2,1,3,3,50,0,62,50,50,2,-2,2,2,2,2,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,3,3,50,50,5,2,-1,1,1,1,2,2,0,-1,1,NA,NA,NA,"Recycling",1,0,0,0,"",NA,NA,NA,NA,"",NA,NA,"june6_13207","june6_289",1.71803879737854,0,1.54691539786356,2.03510476672724,1.60693832084327,3,3,2.46930807375203,0.559228919758662,FALSE,-0.45479767021221
"67716",11391,51,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,2,1,-2,-1,1,0,0,NA,2,0,50,50,40,100,2,0,1,1,0,0,-0.0816862732172012,"EN",3,2,50,50,50,-1,-2,1,0,-1,0,1,3,2,0,70,50,80,100,-1,-2,0,-1,1,-1,0,-1,0,1,1,1,0,70,50,50,50,-1,-1,-1,-2,1,0,0,-1,0,"Yes, I could see and hear the ad",3,1,-0.902887403964996,0,1,0,50,50,0,-2,0,-2,1,1,0,-1,-1,1,0,0,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",0,51,"june6_1337","june6_116",-0.19609135389328,0,0.129311836448529,0.168221142251428,-0.135367133172714,2.5,2.5,-0.880250101748978,-0.867438789418877,FALSE,-0.377726482441781
"67723",42317,20,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,-1,1,-2,2,1,1,NA,3,95,90,85,50,85,1,0,1,1,0,1,1.1357809305191,"EN",3,3,91,79,50,1,-2,2,2,2,2,1,3,3,89,34,83,68,50,2,-1,2,2,2,2,2,2,2,1,3,3,92,50,87,90,96,1,-1,1,0,2,2,2,1,2,"Yes, I could see and hear the ad",3,1,0.594368696212769,3,3,50,73,50,1,-1,2,1,1,2,2,1,2,1,0,2,1,"Trans-Equality",1,0,0,1,"",10,10,10,0,"No",1,40,"june6_13510","june6_260",1.1357809305191,0,1.76272197090379,1.34316567790782,1.87301160318957,3,3,0.0270239869339474,0.0153582767347996,TRUE,0.567244406240028
"67725",63142,43,"D","Hispanic",0,0,0,1,0,0,0,1,0,3,3,1,-1,-1,2,0,0,NA,3,86,76,76,73,94,2,1,1,1,1,1,0.755050182342529,"EN",3,2,93,83,100,-1,-2,1,-1,0,0,1,3,2,86,41,85,50,100,0,-2,1,0,1,1,1,1,1,1,2,2,50,0,69,50,100,0,-1,1,1,1,1,1,1,0,"Yes, I could see and hear the ad",2,1,0.0449511483311653,2,2,51,50,50,0,-2,0,1,1,0,1,1,0,1,0,3,0,"Trans-Equality",1,0,0,1,"",10,10,10,5,"No",0,46,"june6_13545","june6_221",0.755050182342529,0,0.378129251275279,0.720299840368883,0.164690573620911,3,2.5,-0.413220837014379,-0.867438789418877,TRUE,-0.630873570270544
"67731",61665,39,"D","Hispanic",0,0,0,1,1,1,1,1,0,3,3,1,-1,-1,1,1,0,NA,3,81,85,75,30,86,1,1,1,1,0,2,0.694531440734863,"EN",3,3,85,80,50,1,-1,-2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",10,10,10,20,"No",1,5,"june6_13660","june6_215",0.694531440734863,0,0.872556371029113,0.711400600764963,0.703652410664896,3,3,-0.413220837014379,0.50799286478515,TRUE,-0.0176902525658662
"67756",30705,22,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,3,-1,1,-2,1,2,-1,NA,3,71,60,46,72,60,2,4,1,1,1,1,0.678251624107361,"EN",3,3,68,64,50,1,-2,1,1,1,0,1,3,3,83,59,67,66,100,1,-2,1,0,1,-1,1,0,-1,1,3,3,70,40,60,50,100,2,-2,1,1,1,-1,1,2,1,"Yes, I could see and hear the ad",-1,1,0.0185255706310272,3,3,50,50,50,2,-2,2,0,1,0,1,1,1,1,1,3,1,"Recycling",1,0,0,0,"Undecided",NA,NA,NA,8,"Yes",0,37,"june6_14167","june6_212",0.678251624107361,1,0.853470835557383,0.369039081980708,0.662769407320303,3,3,0.0270239869339474,0.0153582767347996,FALSE,0.254456875146017
"67762",6420,38,"R","Hispanic",1,0,0,1,1,1,0,0,1,0,2,0,0,-1,0,0,1,NA,0,0,100,50,87,100,-2,3,1,1,0,-3,-0.200193077325821,"EN",2,0,50,50,50,0,-1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",10,10,10,0,"No",1,40,"june6_14349","june6_116",-0.200193077325821,0,0.594104706173411,0.179341582122808,0.977719120538625,1,1,0.0538084277202204,0.0665943317083116,TRUE,0.753565687294553
"67764",61920,59,"R","Hispanic",1,0,0,1,1,1,1,0,1,-2,-2,0,-2,-2,0,0,-2,NA,0,52,52,52,52,82,-2,4,1,0,0,-3,-1.2826521396637,"EN",-3,-3,50,50,50,-2,-2,0,0,-1,0,1,0,0,50,89,3,100,100,-2,-2,0,-2,0,1,0,0,0,1,0,0,50,90,0,50,50,-2,-2,0,-2,0,-2,0,0,2,"",0,1,-0.428513556718826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Trans-Equality",1,0,0,1,"",0,0,0,7,"No",0,15,"june6_144","june6_14",-1.58070516586304,0,-1.32114687390298,-0.589279148103822,-0.318472110836244,-2,-3,-1.37406380726985,-1.30883732249572,TRUE,0.48726380792681
"67765",60577,33,"N","Caucasian",1,0,1,0,0,1,0,0,0,3,3,-2,2,2,2,2,2,NA,3,90,87,89,50,89,3,0,1,1,0,1,1.5918380022049,"EN",3,3,100,90,50,2,2,2,2,2,2,1,3,3,50,13,87,50,90,2,2,2,2,2,2,2,2,2,1,3,3,100,23,97,50,87,2,2,2,2,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,1.1205028295517,3,3,50,90,50,2,2,2,2,2,2,2,2,2,1,0,2,1,"Trans-Equality",1,0,0,1,"",10,10,10,10,"No",1,40,"june6_14400","june6_252",1.0250244140625,1,1.84457963653974,1.90847047271301,1.97393595166575,3,3,2.46930807375203,2.42729516201304,TRUE,0.270611688353351
"67771",20405,73,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,0,-2,-2,-2,-2,-2,NA,-3,0,0,0,30,50,-2,5,1,1,0,-1,-2.36445140838623,"EN",-3,-3,33,0,50,-2,-2,-2,-2,-2,-2,1,-3,-3,37,50,0,50,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,37,50,0,40,50,-2,-2,-2,-2,-2,-2,-2,-2,2,"Yes, I could see and hear the ad",-3,1,0.412926644086838,-3,-3,35,20,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,2,0,"Trans-Equality",1,0,0,1,"",0,NA,NA,2,"No",0,8,"june6_145","june6_63",-0.712620139122009,0,-2.79736952614172,-2.20418503402838,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.562720605059341
"67775",51102,54,"N","Hispanic",0,0,0,1,1,1,0,0,0,-3,-3,2,-2,-2,-2,-2,-2,NA,-3,1,0,0,0,50,0,5,1,1,1,0,-2.22925996780396,"ES",-3,-3,0,0,0,-2,-2,2,-2,-2,-2,1,-3,-3,0,50,0,50,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,1,0,1,"",0,0,0,30,"No",0,16,"june6_14548","june6_6",-1.89410245418549,1,-2.22546564970788,-2.20418503402838,-1.52556164967626,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,0.0833789942823907
